,job_tags
9514,['台北' 'project management' 'scrum']
500,['美療' '美容工作者' '專櫃人員']
1254,['word' 'google drive' 'powerpoint']
7260,['Google Analytics' 'Facebook Ads' 'Marketing Management']
234,['服務' '賣場' '補貨']
8480,[]
9266,[]
1816,[]
3298,['C++']
419,[]
5734,[]
10925,[]
2748,[]
8221,[]
7116,['Marketing' 'Digital Marketing']
907,[]
2103,['3D' 'Blender' 'Maya']
4136,[]
5912,[]
7792,[]
1311,['Revit' 'CAD']
4622,[]
5787,['Word' 'excel' '正航系統']
1797,['電腦稽核師CISA']
6192,['illustrator' 'powerpoint' 'word']
5807,['Pages' 'Numbers' 'MacOS']
2000,[]
8038,['excel' 'word']
10869,['Microsoft Office' 'Communication']
4217,['App' 'iOS' 'AJAX']
3207,['+MySQL']
1678,['server testing' 'power testing']
1253,['Word' 'PowerPoint' 'Excel']
488,['Customer Service' 'Store Staff' 'operation']
7068,['Google Ads' 'Meta Ads' 'GA4']
5255,['Linux' 'Ubuntu' 'Debian']
6300,[]
7301,['excel' 'powerpoint' 'word']
3180,['ASP.NET' '.Net Core' 'C# MVC']
380,[]
5356,['TCP/IP' 'HTTP' 'DNS']
6281,[]
5573,[]
7136,['Word' 'Excel' 'PowerPoint']
8941,['Web' 'HTML5' 'CSS3']
1743,[]
6644,['microsoft office']
8799,['Linux' 'C++' 'C']
3755,['CakeResume 2023 Career Fair']
11046,['Excel' 'Word']
8365,['word' 'powerpoint' 'excel']
9388,['日文翻譯' 'JLPT N1' '即時口譯']
6902,['Microsoft Office' 'powerpoint' 'Google Drive']
4396,['台灣台北']
9155,['前端工程師' 'js' 'HTML/CSS']
243,['服務' '賣場' '補貨']
1564,['C#' 'Python' 'MariaDB']
7471,[]
9746,[]
6049,['Project Management' 'Data Analysis' 'Data Analytics']
9101,['Flutter' 'Mobile Application Development']
3044,[]
1754,[]
5406,['React Native' 'CakeResume 2023 Career Fair']
3223,['+產品研發' '+python' '+Linux']
10409,['Docker' 'AWS' 'Golang']
1970,['excel' 'powerpoint' 'CakeResume 2023 Career Fair']
5860,[]
9761,['竹科' 'UNIX' 'Linux']
11413,[]
6828,[]
3300,[]
9127,['WordPress' 'Vue.js' 'Database Management']
7966,['PowerPoint']
229,[]
2824,[]
1157,['UX Design']
7824,['Business Development' 'Relationship Management']
1276,['Microsoft Office']
6965,['word' 'excel' 'powerpoint']
2684,['Electronics Industry']
9139,[]
5091,['資安' '資訊安全']
1308,['Microsoft Office' 'AutoCAD']
11410,[]
3716,['FPGA' 'RTL']
8082,['word' 'excel' 'powerpoint']
7674,[]
6296,['Microsoft Office' '產品規劃' '產品介紹及解說銷售']
4964,['Linux' 'GIT' 'C']
6410,[]
4083,[]
1627,['CI/CD' 'Agile' 'Stash']
6979,['google trend' 'SEMrush' 'SEO']
1022,['Zeplin' 'Notion' 'Prototyping']
9641,['Word' 'Google Drive' 'Communication']
9471,[]
1794,['稽核人員' '法金徵授信' '審查']
1650,[]
1861,['CakeResume 2023 Career Fair']
9884,['powerpoint' 'Outlook' 'word']
3687,['Digital Designer' 'Verilog' 'TDDI']
2496,[]
3055,[]
6373,['Communication']
2683,['台北']
6915,['Google Analytics' 'Facebook廣告投放' '廣告投放']
4736,[]
8569,['信義區' '台北' 'UI Design']
10800,['Adobe Premiere Pro']
835,['photoshop' 'illustrator' 'Design']
5052,['信義區' '台北' '台灣']
699,['AutoCAD' 'SolidWorks']
6089,['word' 'google drive' 'illustrator']
8992,['Flutter Engineer' 'IOS Development' 'Android Development']
4259,['AWS' 'google drive' 'excel']
6423,['powerpoint' 'excel']
3500,['Python' 'MySQL' 'NLP Machine Learning']
10187,['Visual Design' 'Photoshop' 'Illustrator']
4262,[]
7667,['word' 'excel' 'powerpoint']
10700,[]
2981,['中正區' '台灣' '台北']
8649,[]
3213,['Spring Boot' 'Git' 'GitLab']
9704,['SASE/ZTNA' 'PaaS' 'IaaS']
1449,['Electronics Industry']
1058,['Sketch' 'Figma' 'Adobe XD']
6235,['Markdown' 'Notion' 'workplace']
2642,['Software Development' 'Java' 'Microservices']
10489,['儲備幹部職缺專區']
8551,['excel' 'word' 'powerpoint']
522,[]
1470,[]
8177,['Word' 'Excel' 'PowerPoint']
1899,['會計' 'IFRS' '財務']
6875,['PowerPoint' 'Excel' 'Communication']
2013,[]
1439,['jira' 'SAAS' 'E-Commerce']
2169,['+C#' '+unity']
8939,['台灣' '台北' '信義區']
7851,['Sales' 'cloud' 'AWS']
10098,[]
565,['word' 'powerpoint' 'excel']
2135,[]
3879,[]
11353,[]
2313,[]
8509,['word' 'excel' 'powerpoint']
2672,['遠端工作' '台灣' '台北']
7288,['台北' 'PowerPoint' 'Google Ads']
10712,['frontend' 'scss' 'Sass']
857,[]
1784,[]
4414,['Git' 'Spring' 'Java']
132,['Excel' 'Word' '中文打字50~75']
6254,['金融科技' '產品經理' '電商']
11095,[]
5208,['114台灣台北市內湖區' 'App' 'React']
5589,['IT' 'MIS']
2195,['台灣' '台北' '信義區']
10892,[]
4742,[]
1490,['Windows OS' 'Shell Script' 'Ubuntu Linux']
1079,['photoshop' 'illustrator' 'App']
5799,['word' 'google drive' 'excel']
5621,[]
4819,['backend engineer' 'API integration' 'Container']
10866,[]
1437,[]
6939,['Word' 'PowerPoint' 'Excel']
4873,['QA' 'Selenium' 'Python']
3836,['React.js' 'frontend engineer']
1226,['illustrator' 'Adobe Photoshop' 'CakeResume 2023 Career Fair']
7076,['PowerPoint' 'word' 'excel']
8332,[]
2878,['Java' 'Hybrid remote']
2352,[]
5618,['銀行' 'AVP']
2565,[]
7047,[]
2880,['PHP']
4664,['403台灣台中市西區']
10859,['Word' 'PowerPoint' 'Excel']
5194,['.net' 'C#' 'Git']
5825,['gmail' 'Google Drive' 'Microsoft Office']
3853,['React Native' 'react' 'Javascript']
8373,['Word' 'Excel' 'Microsoft Office']
7698,[]
4131,[]
8377,['電商' '直播' '系統客服']
1607,['ui/uxdesign' 'Scrum' 'web']
7398,['CakeResume 2023 Career Fair']
6213,['內容營運' '營運' '企劃']
11377,['测试' 'Word' 'QA']
2935,['Spring Boot' 'Vue' 'Angular']
4987,[]
4912,[]
9164,['front-end' '前端' 'javascript']
5710,['Communication' 'word' 'Microsoft Office']
1409,['Electronics Industry']
1281,['教育' '班主任' '輔導']
10242,['Private Equity' 'investment']
10594,['HIS' 'Backend' 'Golang']
3162,['ABAP' 'SAP']
3309,[]
4506,['SVM' 'tree-based model' 'KMeans']
5282,['iOS' 'Android' 'Performance Management']
3737,[]
2506,['Flutter']
1662,[]
17,[]
5610,['Engineering Manager' 'Tech Lead' 'technical manager']
7163,['photoshop' 'Illustrator' 'word']
9504,['Google Analytics']
10321,['word' 'excel']
406,[]
126,['CakeResume 2023 Career Fair']
1573,[]
6606,[]
10003,['Microsoft Office' 'powerpoint' 'Communication']
9642,[]
7899,[]
2993,[]
2117,[]
11117,[]
3973,['CakeResume 2023 Career Fair']
7296,[]
68,['CSS' 'JavasScript' 'HTML']
2026,[]
9060,[]
58,[]
4744,['word' 'google drive' 'excel']
3876,['Front-end' 'Vue.js']
3999,"['Backend Development' 'Mobile Application Development'
 'Full Stack Development']"
8900,['JavaScript / ES6 / jQuery' 'HTML/CSS' 'vue.js']
4656,['大型企業' 'SI' 'saas']
4609,['Figma' 'whimsical' 'XMind']
10935,['Google Drive' 'Microsoft Office' 'Excel']
11531,['Marketing' 'GCP' 'Google Tag Manager']
847,['photoshop' 'illustrator']
198,[]
3013,['PHP' 'Git' 'RESTful API']
2885,['c#' 'asp.net MVC' 'WebForm']
9510,[]
10157,[]
6480,[]
1230,['Electronics Industry']
4321,[]
10297,[]
1194,['photoshop' 'illustrator' 'microsoft office']
8184,[]
6714,['Communication' 'PowerPoint' 'SOP']
3725,[]
27,[]
8424,['Communication' 'Google Workspace' 'Pipedrive']
9365,['Word' '台北' 'Excel']
8677,['SAP']
8916,['前端' '前端開發' 'frontend']
974,['Google Analytics' 'Product Management']
6039,['Project Management' 'Client Management' 'Marketing Strategy']
43,['特考驗光生' '特考驗光師' '高(普)考驗光生']
8875,['JavaScript' 'React.js' 'vue.js']
6949,[]
4302,['IoT' 'Embedded' 'RTOS']
3266,['Solidity' 'blockchain' 'smart contracts']
11521,['資訊安全' 'ISO27001' 'NIST']
7735,[]
3586,['Cloud Native' 'Development' 'CI']
6888,[]
8059,['Web' 'Network' 'Database']
7942,[]
4292,[]
2730,['Node.js' 'Golang' 'Docker']
33,[]
2731,['Solidity' 'DeFi' 'AWS']
6947,[]
5347,['Java' 'CakeResume 2023 Career Fair']
1340,['excel' 'powerpoint' 'word']
1026,[]
10101,['data' 'backend' 'frontend']
11070,[]
3881,['Remote' 'Taiwan' 'Taipei']
6470,['excel']
8874,['Taipei City' 'Taipei' 'Taiwan']
5068,[]
5247,['Flutter']
5230,['Ruby on Rails' 'Node.js' 'Golang']
6508,['shopee' 'momo' 'Excel']
11223,['PowerPoint' 'Excel']
1875,[]
10145,['Power BI\u200b' 'Tableau' 'Python']
10951,['Word' 'PowerPoint']
4137,['台灣台北' '台北市南港區' 'iOS']
7168,[]
6499,['台北市松山區' 'SAAS' 'Business Development']
6350,['軟體相關專案管理師' '系統整合' 'ERP專案師']
11196,['firmware' 'C' 'C++']
6681,[]
5365,['ASP.NET' 'Node.js' 'PHP']
3241,['MS SQL' 'Tableau' 'phython']
3001,['Java' 'Firebase' 'Backend Development']
9310,['行銷相關' '行銷策略' '行銷']
9575,['Google Analytics' 'Facebook Ads' 'Excel']
11503,[]
10890,[]
1154,['Figma' 'UI/UXDesign' 'UI/UX Designer']
5004,[]
6147,[]
9279,['行銷企劃' '行銷策略' '行銷']
7681,['word' 'excel' 'powerpoint']
5879,['word' 'excel']
11129,['Branding and Marketing' 'keynote' 'Communication']
8007,['Microsoft Office' 'Windows 10']
3821,['React.js' 'Front End' 'React']
10854,['行銷企劃' '廣告投放' '廣告投放策略與優化']
1737,['Microsoft Office']
5527,['DevOps' 'web application' 'API']
3820,['CakeResume 2023 Career Fair' 'Dart' 'Objective-C']
8974,['TypeScript' 'React.js' 'React']
326,['google drive' 'word' 'powerpoint']
4866,['Python' 'SAS' 'SQL']
8740,[]
7326,['Marketing']
1460,[]
7609,[]
4148,['台灣台北' 'SWIFT' 'Git']
4113,[]
9156,['Photoshop' 'Illustrator' '網頁設計']
6648,['Tableau' 'SAS' 'microsoft office']
8585,['116台灣台北市文山區' 'painter' '3d modeling']
10706,['中山區' '台北' 'vue.js']
6184,[]
6685,[]
9497,[]
2670,['#Java' '#JavaScript' '#jQuery']
7439,[]
5326,['Windows' 'MacOS' 'Linux']
8407,[]
3679,['+linux' '+Git' '+LDAP']
9750,['Windows' 'office']
5721,['Outlook' 'Word']
1557,[]
1528,['CakeResume 2023 Career Fair']
6650,[]
10963,[]
5142,[]
6770,[]
8099,['業務內勤']
3019,[]
9837,[]
4802,['專案管理' '+java' '+UX']
4450,['110台灣台北市信義區' '+java']
5160,[]
10283,['marketing' 'Content Marketing']
3426,[]
9922,['台北' '信義區' '遠端工作']
1721,['Electronics Industry']
4058,['台灣' '台北' '中山區']
2755,['JAVA']
3696,['FPGA' 'Verilog']
8005,[]
9558,[]
6870,['Excel' 'PowerPoint' 'Word']
2457,['Android' 'kotlin' 'Java']
7371,['行銷' '企劃']
9490,['Google Analytics']
7451,['信義區']
9923,['Engineering' '台灣' '台北']
2743,['mysql' 'Golang' 'Backend']
10086,['SQL Server' '前端框架：Vue、Angular' '前端：html、css、jquery、javascript']
8632,[]
3317,['Backend Development' 'AI' 'CTO']
6812,[]
1908,[]
3514,['C#' 'C++' 'Python']
7713,[]
10381,[]
4453,['JPA' 'Spring Boot' 'Spring Framework']
241,['服務' '賣場' '補貨']
10680,['台灣台北' '115台灣台北市南港區']
6042,['Word' 'PowerPoint' 'Excel']
5325,['Snap' 'Debian' 'git']
3455,[]
5139,[]
5339,[]
9143,['Angular' 'Web' '台中']
767,['photoshop' 'illustrator' 'CorelDRAW']
9950,[]
11087,['台北']
5965,[]
7950,['B2B業務' '陌生開發' '電商平台']
7967,['Excel' 'Word' 'Microsoft Office']
6044,['ERP' 'CRM' 'CDP']
10384,['C' 'C++' 'Linux']
4666,['PMP' 'Scrum' 'Flow Chart']
1146,['221台灣新北市汐止區']
9781,[]
1481,['半導體' 'Semiconductor' '工程師']
4525,['直播串流' '.net' '軟體開發']
1212,[]
7099,[]
2655,['startup' 'Kubernetes' 'AWS']
7762,[]
8486,[]
858,['word' 'illustrator' 'photoshop']
3343,[]
8882,['台灣台北市大安區' '台灣台北' '110台灣台北市信義區']
10366,['TOEIC 800+']
504,['美療' '美容工作者' '專櫃人員']
10695,['Linux' 'Python' 'Java']
10337,[]
6266,['Access' 'powerpoint' 'Excel']
5040,['Linux' 'C' 'C++']
9455,['行銷相關' '行銷  / 公關 / 媒體 (例：growth hacker，內容行銷，社群經營)' '行銷策略規劃']
3559,[]
5143,[]
9582,[]
1666,[]
11441,['儲備幹部職缺專區']
10722,['Vue']
3627,[]
7855,[]
2653,['Golang']
8045,[]
8591,['Blockchain' 'AWS Lambda' 'DynamoDB']
2274,['Communication' 'Microsoft Office' 'CakeResume 2023 Career Fair']
10084,['C#' 'ASP.NET' 'ASP.NET MVC']
1904,['Excel' 'netsuite oracle']
5096,['CakeResume 2023 Career Fair']
3218,['c#' '.net' '.net mvc']
2763,[]
3381,['PHP' 'SQL' 'Node.js']
10985,['rhcsa' 'RHCE' 'MIS']
3914,['Vue.js' 'JavaScript']
2705,['Backend Development']
6898,['Marketing Director' 'Marketing' 'Art']
6043,[]
9674,['文案編輯' '社群經營' '社群小編']
514,[]
2150,[]
9952,[]
1395,['Electronics Industry']
1283,['word' 'Excel' 'PowerPoint']
5032,['C' 'C++' 'Matlab']
10240,['Word' 'Excel' '文中系統']
9889,['Communication' 'Microsoft Office']
232,['服務' '賣場' '補貨']
8853,['Front-end' 'senior' 'React']
8669,['C#' 'Python' 'PLC']
2037,[]
11483,['儲備幹部職缺專區']
9154,['javascript' 'HTM' 'CSS']
9302,['powerpoint' '專案管理' 'word']
145,['CakeResume 2023 Career Fair']
82,['Excel' 'PowerPoint' 'Word']
5505,['Java' 'Spring MVC' 'Spring Boot']
2209,[]
6234,['CakeResume 2023 Career Fair']
905,['word' 'excel' '3ds max']
1800,[]
1882,['PowerPoint' 'VBA']
9239,[]
11372,[]
2201,['technical recruiter' 'Human resource']
1020,['台北' 'Design' 'UI/UX Designer']
8513,['Word' 'Excel' 'PowerPoint']
2224,[]
4374,['C' 'C++' 'C#']
2850,['Node.js' 'Backend']
1133,[]
10823,['研究調查' '制度規劃' '政策分析與制定']
5919,['CakeResume 2023 Career Fair']
4683,['word' 'powerpoint' 'excel']
5084,[]
2523,['SWIFT' 'Kotlin' 'ReactNative']
11021,"['Strategic Partnerships' 'Partnerships Development'
 'Partnership Management']"
11365,['PYTHON' 'SQL/MySQL' 'GCP']
9892,[]
6530,[]
9491,['word' 'photoshop' 'google drive']
10356,['台灣' 'Android' 'Android App']
4984,['Linux' 'Python' 'Selenium']
2647,['台北市' 'GCP' 'MySQL']
10255,[]
3902,['React.js' 'Frontend' 'Typescript']
369,['美容' '無經驗可']
3119,['javascript' 'C#' 'vb.net']
5652,[]
5175,['Golang' 'Mathematics' 'excel']
10327,['Word' 'Excel' '會計']
6161,['PowerPoint' 'Excel' 'Word']
6061,['221台灣新北市汐止區' 'Microsoft Office' 'Python']
170,[]
9719,['台灣台北' 'Linux' '115台灣台北市南港區']
4989,['測試計劃及測試報告書撰寫' '自動化測試']
6404,['word' 'powerpoint' 'excel']
10495,['Microsoft Office' 'Excel' 'PowerPoint']
1790,['Cakereume 2023 Career Fair' '品質管理' '營運管理']
10564,['Premiere' 'Adobe Illustrator' 'Adobe Photoshop']
6323,['excel' 'powerpoint' 'word']
4385,['C++' 'JAVA' 'PHP']
2643,['Socket' 'C++']
9935,[]
9100,['#frontend' '#reactjs' '#redux']
3411,['python development' 'R' 'SAS']
8395,['Communication' 'Word' 'Excel']
3981,['Spring Framework' 'Java']
8037,[]
2810,['PHP' 'yii2 Framework' 'Laravel Framework']
5350,['JAVA']
6910,['Analytical Skills' 'Google Drive' 'Communication']
4933,[]
8689,[]
2680,['Gateway' 'RESTfulAPI' 'Spring Boot']
397,['業務推廣' '電話行銷' '業務']
11361,[]
3772,['Linux' 'C' 'C++']
3279,['C++']
2210,['Sales' 'Recruitment']
5595,['SAP' 'ERP' '系統工程師']
9301,['行銷企劃' '社群經營' '社群小編']
8839,['Github' 'Git' 'AJAX']
2472,[]
10113,['MySQL' 'Laravel' 'Php']
7454,['community manager' 'ideal' 'vc']
3249,['BIOS' 'x86' '系統架構']
8613,['AWS Serverless' 'Experience' 'MySQL']
1170,[]
6186,['台北' 'executive assistant' 'EA']
7206,['Social Media Marketing' 'Exchanges' '小巨蛋捷運站']
2667,['PHP' 'MySQL' 'AWS']
3205,['PHP']
5602,[]
2916,[]
6675,[]
2115,['Adobe Photoshop' 'Illustrator']
8991,['Nodejs' 'React.js' 'Frontend']
4451,[]
5706,[]
381,[]
7911,['BD' 'Business Partners' 'sales']
7926,['word' 'powerpoint' 'excel']
5147,[]
9529,['Canva' 'Notion' 'Google Docs']
301,[]
4627,['台灣台北市大安區' 'GoogleAnalytics' 'google drive']
8076,['word' 'excel' 'powerpoint']
3871,['台灣' '台北' 'TypeScript']
9682,['word' 'google drive' 'excel']
8869,['Git' 'TypeScript' 'React.js']
7083,['10491台灣台北市中山區' '商業分析' '業務開發']
150,['客戶關係維護' '客戶成功' '客服專員']
9325,[]
618,['unity' 'After Effects' 'illustrator']
6153,[]
10294,['UI/UX Designer' 'Software Engineering' 'JavaScript']
1541,['JavaScript']
516,['iOS' 'Mac OS' 'Numbers']
1274,['Education' 'Communication' 'TOEIC800+']
8838,[]
5333,[]
8200,['word' 'excel' 'powerpoint']
2773,['台灣台北' 'SQL' 'AWS']
5298,"['Software Architect' 'Mobile Application Development'
 'Backend Development']"
5967,['客戶情報蒐集' '異業合作規劃與執行' '提案與簡報技巧']
9975,[]
8676,[]
9029,['Vue' 'Vuex' 'JavaScript']
9608,['Photoshop' 'Adobe Illustrator' '企劃發想']
10566,['powerpoint' 'PowerPoint']
5059,['+python' '+C++' '+c#']
2967,['110台湾台北市信义区' 'GraphQL' 'Unit Test']
777,['大同區' '台北市' 'Graphic Designer']
1068,[]
2105,['CocosCreator' 'TypeScript' 'WebSocket']
4448,['OCPJP' 'OCPJWCD']
6762,['CakeResume 2023 Career Fair']
10439,['台灣台北市大安區' '台灣台北' '商戶經理']
5207,[]
1010,['electronics' 'Project Manager']
8782,['C#' 'JSP' 'PHP']
2017,[]
4967,['Web' 'App' 'H5']
8208,[]
5476,[]
2719,['JAVA' 'Spring Boot' 'spring']
710,['Photoshop' 'Illustrator' '服飾設計']
3776,['BSP' 'Firmware' 'Embedded Systems']
6821,[]
10332,['word' 'excel' 'powerpoint']
11452,['Google Analytics' 'Google Ads' 'FB']
10111,['SQL' 'C#' 'python']
11113,[]
3527,['台灣台北']
4276,['Python' 'Computer Vision' 'Machine Learning']
7140,['Electronics Industry']
460,[]
4693,['opensource' 'Prince 2' 'PMP']
7253,['110台灣台北市信義區' '台灣台北' 'JLPT N1']
9220,['word' 'excel' 'powerpoint']
1092,['UI/UX']
7988,['Adobe Acrobat' 'Outlook' 'word']
1365,['電工圖識圖' '電路圖設計' '配線']
5118,['台灣新北市新店區']
11128,['Photoshop' 'Communication' 'powerpoint']
2205,['Communication']
8308,['UX' 'A/B Testing' 'Google Tag Manager']
1195,[]
4224,['IOS' 'IOS Development' 'IOS 開發相關']
8705,['CI/CD' 'Linux' 'Docker']
1500,['Electrical Engineering' 'FAE' 'Technical support']
2818,['Golang' 'VPN' 'Concurrency']
10446,['Customer Service' 'Store Staff' 'operation']
2029,[]
10313,['Word' 'Excel']
10877,['HR Management' 'Human Resource Management' 'Human Resource']
750,['220台灣新北市板橋區' 'Figma' 'XD']
3668,[]
11178,['木工師傅']
5875,['microsoft office' 'google drive']
5631,['Blockchain']
5747,['Word' 'Microsoft Office' 'Excel']
11506,['Word' 'Excel' 'PowerPoint']
1248,['教育規劃' '教育新創' '教育']
6540,[]
9152,['HTML' 'SCSS' 'TypeScript']
7323,[]
6966,[]
4907,['Automation Engineer']
2370,[]
6318,[]
11373,[]
10452,[]
3731,['Verilog' 'SystemVerilog' 'C/C++']
10023,['Video-over-Ethernet' 'Audio-over-Ethernet' 'Middleware']
5773,['上櫃' '上市' '跨國企業']
10650,['Catia' 'Solidworks' 'SolidWorks']
11481,['儲備幹部職缺專區']
6366,[]
472,[]
10166,['技術客服工程師' '技術客服']
8009,[]
4235,['SQL' 'ETL' 'Hadoop']
349,['商業開發及管理']
9672,['word' 'excel' 'powerpoint']
9798,['pos']
6003,['Communication' 'Word' 'Excel']
6545,['word' 'excel']
1889,['word' 'excel' 'powerpoint']
7624,[]
4280,['電力電子' 'AutoCAD']
4824,[]
10493,['Technical Support' 'Presales' 'E-commerce']
9931,['Google Drive' 'powerpoint' 'Communication']
5302,['C#']
392,[]
9757,[]
994,[]
7200,['行銷企劃' '電商' '電商平台']
7054,[]
5978,['powerpoint' 'ERP' 'word']
4378,['Excel' 'vba' '.net']
2262,['L&D' 'Learning and Development' '教育訓練整體規劃與執行']
3824,['CakeResume 2023 Career Fair' 'React' 'JavaScript']
10373,['Swift' 'iOS']
9253,['powerpoint' 'google drive' 'excel']
5409,[]
536,[]
1520,['Minitab' 'python' 'excel']
2958,['javascript' 'Python' 'Node.js']
6322,['環保' '非營利組織' 'project management']
3933,['Taipei City' 'Taipei' 'Taiwan']
7759,[]
7956,['業務開發' 'CakeResume 2023 Career Fair']
5385,['Electronics Industry']
10786,['Unmanned Retail' 'Retail Technology' '行銷']
3029,[]
5741,['進出口報關管理' '進出口貿易' '報關']
244,['服務' '賣場' '補貨']
8519,[]
3659,[]
2270,[]
10484,['Word' 'Excel' 'Microsoft Office']
2483,['Android']
9870,[]
10195,['sketch' 'uiux']
7680,['word' 'excel' 'powerpoint']
6458,['word' 'powerpoint' 'excel']
1913,['excel' 'powerpoint' 'word']
4404,[]
975,[]
1255,['EMT' '教材' '急救']
7052,[]
6190,[]
3209,['Java' 'spring']
1418,[]
2997,['Java' 'Node.js' 'MySQL']
9459,[]
8783,['Software Engineering' 'C#' 'Bootstrap']
9571,['Mac OS' 'Social Media Marketing' 'Asana']
7704,['marketing' 'Content Writing' 'writing skills']
11237,[]
3459,['資料庫管理人員']
2621,['Node.js' 'C#' '.NET Core']
9288,['google drive' 'microsoft office' 'Canva']
9833,[]
3341,['data engineering' 'Data Engineering & Data Processing']
5050,['土城工業區' '土城區' 'Layout']
8626,['Consumer Electronics' 'Management' 'Communication']
1550,['Electronics Industry']
9670,['word' 'excel' 'powerpoint']
837,['photoshop' 'illustrator' 'AE']
6532,['powerpoint' 'excel' 'word']
4020,['React.js' 'Node.js' 'Front-End']
10546,[]
5028,['C' 'C++' 'Python']
1942,['excel']
9271,['新北投' '台北' 'photoshop']
8204,['solutions' 'Sales Enablement Manager']
11028,[]
2514,['Flutter']
6243,['Project Management' 'Development' 'Front-end']
10194,['Word' 'PowerPoint' 'Excel']
7812,['Word' 'PowerPoint' 'excel']
5137,['cyber security' '資訊安全']
5462,['架構師' 'Architect' 'aws']
2231,['Excel' 'Outlook' 'Word']
2620,['區塊鏈' '後端工程師' 'Remoto']
7710,['Marketing Product Manager' 'FAE' 'PM']
5880,[]
9159,[]
1478,[]
4832,['Lead' '美商' '電競']
3146,['Linux' 'Github' 'JAVA']
2610,['TypeScript' 'Node.js' 'Golang']
84,['機電工程' '機電' '營造']
439,[]
9049,[]
4865,['QA tester' 'QA Engineer' 'QA Testing']
5164,['Manager' 'Java' 'Finance']
5536,[]
10655,[]
6080,['Microsoft Office' 'Word' 'PowerPoint']
339,['Word' 'PowerPoint' 'Excel']
9386,['Premiere Pro' 'After Effects' 'Adobe Illustrator']
7427,[]
2682,['gRPC' 'GraphQL' 'Spring Boot']
5648,['ASP.NET' 'MySQL' 'C#']
7317,[]
9652,['word' 'excel' 'powerpoint']
253,[]
828,['區塊鏈' '加密貨幣' 'nft']
9366,[]
7936,[]
362,[]
1087,['Adobe Photoshop' 'After Effects' 'HTML']
4392,[]
9703,['AWS' 'Github' 'Linux']
1561,['excel' 'Outlook' 'AutoCAD']
1991,[]
1926,['Excel' 'Word']
6632,[]
6199,['Microsoft Office' 'Photoshop' 'powerpoint']
559,[]
7617,[]
6943,['Google Ads' 'FB廣告操作及投放']
538,[]
2162,['Web3' 'Unity' 'Metaverse']
6859,[]
5920,[]
9814,[]
4017,['Docker' 'SQL/MySQL' 'AWS']
5338,['Hsinchu' 'Hsinchu City' 'Taiwan']
8353,['Department Manager' 'Future Store Leader' 'Manager']
4924,['自動化測試' 'QA Automation']
7663,['線上課程內容規劃' '課程講師開發' '社群企劃']
4133,[]
3464,['MySQL' 'DBA']
125,['CakeResume 2023 Career Fair']
9343,[]
7986,[]
10864,[]
5603,['Architect' 'Backend' 'Management']
8612,['AI' 'Martech' 'PHP']
3701,['Design Verification' 'UVM' 'SystemVerilog']
8855,['CSS' 'jQuery' 'JavaScript']
3566,['GCP' 'Ansible' 'Python']
6684,[]
5677,['Java' 'Spring Boot' 'Spring Framework']
11027,[]
10891,['Google Drive' 'Microsoft Office' '人力資源管理師證照']
6138,[]
8474,[]
7430,[]
6445,[]
5413,['software engineer' 'front end' 'back end']
2856,['Jenkins CI' 'MongoDB' 'RabbitMQ']
6503,[]
5515,[]
4006,['Full-Stack']
7463,['110台灣台北市信義區']
4914,[]
6975,[]
1725,['Cadence Allegro' 'OrCAD' 'PADS']
5507,['ERP']
10264,[]
6577,['台北' '業務推廣' '業務']
8769,['C#' 'Python' 'JavaScript']
4519,['C#' 'ASP.NET' 'MVC']
8983,['GatsbyJS' 'ReactJS' 'WordPress']
7504,['illustrator']
440,[]
5258,['React' 'Node.js']
10469,['Excel' 'PowerPoint' 'word']
9282,[]
633,['3ds max' 'vray' 'word']
4730,['System Design' 'System Analyst']
6635,['Word' 'PowerPoint' 'Excel']
4648,[]
878,['Illustrator' 'Corel Draw' 'ProE']
7685,['影片剪輯' '影片剪輯後製']
10905,[]
2599,['GO' 'Golang' 'MySQL']
9933,[]
1953,[]
1774,[]
10827,['Photoshop' 'Microsoft Office' 'Communication']
8728,[]
9648,['Facebook Ads' 'Google Ads' 'Google Analytics']
1265,['Microsoft Office' 'Photoshop']
2805,['CI/CD' 'DevOps' 'NoSQL']
7561,['Apple Search Ads' 'Google Ads' 'Facebook Ads']
7633,['word' 'excel' 'powerpoint']
10733,['110台灣台北市信義區' '台灣台北' 'CSS']
2592,[]
2859,['c#.net' 'ASP.NET' 'ASP.NET MVC']
8598,['Python' 'Backend Development' 'startup']
2471,['Android' 'Java' 'Kotlin']
5063,['C++' 'Python' 'Semiconductor']
6164,['110台灣台北市信義區' 'word' 'google drive']
6036,['word' 'excel' 'powerpoint']
2579,[]
5559,['System Administration' 'infra']
5202,['IaC' 'AWS' 'CI/CD']
8684,['Netsuite Oracle' 'ERP Software']
5242,['Unity3D' 'Unity' 'Python']
6441,['excel' 'powerpoint' 'word']
3323,['Team Lead' 'iOS' 'Android']
10027,['JLPT N2 (日語)' 'SEO strategy' 'Google Analytics']
2168,['Unity3D' 'Unity' 'C#']
2852,['API']
4236,[]
4997,['Pytest' 'Automation' 'AWS']
9710,[]
802,[]
10602,['Python' 'AWS']
9784,['Linux' 'Windows 2003' 'Windows Server 2008']
2704,['EJB' 'MySQL' 'JPA']
6030,['Word' 'PowerPoint' 'Excel']
4875,['軟體工程師' '軟體專案測試' 'Electronics Industry']
2508,['105台灣台北市松山區' 'cybersecurity']
